InvoiceName,Text,Time(s)
66.jpg,"PAPETERIEIMIZEGH SARLAU BUREAUTIQUE INFORMATIQUE SCOLAIRE - FACTURE Page 1 OUTIDIS Code client Numéro piéce Date OTD 000000002 03/01/2023 CASABLANCA Montant HT en Référence Désignation Qté Rem.(%) TVA( P.U.HT DIRHAMS PORTDOCUMENTSAPINCE 2.00 25.00 50.00 BLOCPOST-IT 4.00 30.00 120.00 CARTOUCHE953XL 1.00 610.00 610.00 INETRCALAIRE 2.00 17.50 35.00 PORT CARTE VISITE 2.00 17.50 35.00 PORT TROMBON 2.00 17.50 35.00 CHEMISE PERFO 200.00 0.45 90.00 CHEMISE BULL 2.00 33.34 66.68 IMIZEGHsAR PAPETERIE TEL06.43.04.24.61/06.67.43.41.86 Total H.T.Brut: 1041.68 HT Brut Remise (0,00%) : 0,00 ()Taux Base TVA TVA TTC 120.00% Escompte(0,00%): 0,00 1041.68 1041.68 208.32 1250.00 207,00% Total H.T.: 1041.68 Total 1041.68 1041.68 208.32 1250.00 Total T.P.F.: 0,00 Total T.V.A.: 208.32 1250.00 Total T.T.C.: Acompte: 0,00 Netä payer : 1250.00 IMIZEGHSARLAU-17.RUEABOUABBASJERAOUIN5QUARTIERDELAGARE-CASABLANCA TEL:+2120707727106/+2120643042461 -E-MAIL:PAPITERIE.IMIZEGH@GMAIL.COM SARL AU AU CAPITAL30.000,00DHs-RC:413599-CNSS:1170768-PATENTE:32500114-IF:26163445-ICE:002151062000076 
",4.245894432067871
67.jpg,"CAPMAN OUTIDIS FACTURE ICE : 003052404000075 Numéro Date Code Client Référence FA2304843 10/05/23 3421B936 Référence Désignation Unité Qté PU TTC Remise %PU TTC NE  Taxe % Montant TTC Du 10/05/23 0000005929 BOITE ELEGANCE 30x30x4 cm 1-500-1000 Unité 3,00 21,60 0 21,60 20 64,80 Du 10/05/23 0000003944 BOITE VALISE ECRUE 48X29,5X7,5 cm Unité 1,00 7,30 0 7,30 20 7,30 1-50-1000 Du 10/05/23 0000005782 RUBAN SATIN 2,5CM Unité 1,00 10,00 0 10,00 20 10,00 Du 10/05/23 0000004683 FICELLE DE JUTE 1 BRIN 20 M Unité 1,00 12,00 0 12,00 20 12,00 Du 10/05/23 0000004100 TOILE DE JUTE 0,90X1 M Unité 1,00 40,00 0 40,00 20 40,00 ARRETEE LA PRESENTE FACTUREFA2304843 SOMMEDE: Cent trente quatre Dirhams, dix Centimes Code Base Taux Total HT Escompte Total TTC Acompte NETA PAYER Taxe F20 111,7499 22,3501 111,75 0,00 134,10 0,00 134,10 Conditions de réglement : le10/05/23 Carte MA 134,10 Total 111,7499 22,3501 RIB:021780000015803010175115CREDIT DU MAROC) Siége social:15,Rue Brahim NAKHAI -Maarif- 21100 Casablanca -Tél : +212 5 22 25 08 97/Fax : +212 5 22 23 25 86/E-mail : packaging@capman.ma Agence Agadir : N° 1888 RESIDENCE AMAL SOUS BOULEVARD HASSAN 1 -AGADIR - TéI : 05 28 24 47 97 / Fax : 05 28 24 47 98 Page 
",6.59496545791626
76.jpg,"Facture FA2303-0161 ONEIECH Date facturation:09/03/23 Date échéance : 10/03/23 ONETECHR Code client : CU2103-00020 Réf.proposition commerciale:PR2303-0227/09/03/23 SARL Émetteur Adressé ä ONETECHR SMART CALL DISTRIBUTION ICE:001685924000018 46 Bd Zerktouni 2eme étage N6 192, Boulevard Zerktouni - Baghdad 4érne étage - Quartier Gautier 20000 Casablanca 20250CASABLANCA Tél.:0665717752-Fax0522225263 Email: commercial@onetechr.ma Web: www.onetechr.ma Montants exprimés en Dirham Désignation TVA P.U.HT Qté Total HT Optical mouse DL-MS01 20% 35,00 10 350,00 Conditions de reglement: Aréception Total HT 350,00 Total TVA 20% 70,00 Reglement par virement sur le compte bancaire suivant: Total TTC 420,00 BanqueATTIJARI WAFA BANK Numéro de compte:007780 0003805000000233 30 Adresse: Agence CASA PLACE SRAGHNA Nom du propriétaire du compte: ONETECHR Code BIC/SWIFT:BCMAMAMC ONT 2emeE 4EBc.Zeto Appt.6 Société a responsabilité limitée (SARL) - Capital de 100 000MAD - R.C.: 457989 -Patente: 34259187 I.F.42786548-C.N.S.S.:1963543-ICE002441777000011 1/1 
",3.645561456680298
80.jpg,"auditia Audit·Tax·Consulting OUTIDIS Note d'honoraires: FY22/0239 10 RUE LIBERTE APPT 5ETAGE CASABLANCA Date:30/06/2022 DESCRIPTION TOTAL Tax compliance et suivi comptable pour la période du mois de Juin 2022 1400,00 Paie du mois de Juin 500,00 TOTAL HT 1900,00 TVA 380,00 TOTAL TTC 2280,00 Arretée la présente facture äla somme de Deux Mille Deux Cent Quatre-vingts Dirhams Conditions de paiement Aréception En votre aimable réglement a réception par cheque ä l'ordre deAuditia Maroc Sarl Ou par virement sur le compte N°: 007 780 0004 134000000207 15 Code Bic/Swift: BCMAMAMC Auditia Maroc - Membre de l'Ordre des Experts comptables Casa-Sud 113, avenue Mers Sultan N°7, Casablanca Tel : 05.22.27.41.81 - contact@auditia.ma - www.auditia.ma RC521797-CNSS2878543-IF:50631172-TP34204408-ICE:002927522000072 
",3.598111629486084
109.jpg,"duoweb FACTURE PROFORMA Moncallcenterma SMART CALL DISTRIBUTION Facture proforma FP202301007 ICE : 001685924000018 Date 17/01/2023 Casablanca Maroc DESIGNATION QTE PU HT PT HT Pack recrutement 6 annonces 1 1750,00 1750,00 Durée : 1 mois TOTAL HT 1 750,00 ARRETÉ LA PRÉSENTE FACTUREA LA SOMME DE: TVA (20%) 350,00 Deux mille cent dirhams toutes taxes comprises Montant NET TTC (MAD) 2100,00 MODE DE PAIEMENT: Virement bancaire REFERENCES BANCAIRES: Attijariwafa bank - CASA BIR ANZARANE RIB: 007780000191800000042756 NOTES: Nous vous remercions de votre confiance DUOWEB SARL-Capital de 100 000 DH 202 Bd Abdelmoumen N5 RDC.Casablanca - Maroc RC: 407453-Patente: 34700470- IF: 26045639-CNSS: 1189781 -ICE: 002085268000056 
",2.346628427505493
114.jpg,"LATELIERDU VOYAGE 57,Rue Jean Jaures Gauthier Casablanca-Morocco,CMN,CMN satouru TEL.:0522392219/20Fax:0522392216EMAIL:sales@satguruun.com L'Ateller Du Voyage FACTURE Client Name : TIDSI GAZ SA Facture No CMN/22/INV/01/050592 Address : Zone industriel d'anza cté mer, Agadir Facture Date 31/12/2022 ICE NO 002345612000067 Agent Name : Anass Mouddane (CASABLANCA) LPO : Particulars Basic Service Fee TVA Amount Airline 1,791.00 25.00 5.00 1,821.00 Airline Name :Royal Air Maroc Nom du passagar : ZAHI/REDOUANE Jumero de billet 6774882794 Parcours : CMN/AGA/CMN From 20-12-2022 To 22-12-2022 Hotel 1,520.00 0.00 0.00 1,520.00 Hotel Name :White Beach Resort Taghazout Nom Du Passager :Zahi Redouane Check In 21/12/2022 Check Out 22/12/2022 Remarks 0.00 0.00 Hotel 1,120.00 1,120.00 Hotel Name :IBEROSTAR FOUNTY BEACH  Nom Du Passager :Zahi Redouane Check In 20/12/2022 Check Out 21/12/2022 Remarks Basic Amount 4,431.00 Service Fee 25.00 TVA 5.00 Net Montant a Payer MAD 4,461.00 Montant en lettres:QUATRE MILLE QUATRE CENT SOIXANTE ET UN MOROCCAN DIRHAM &219120 FACTURE SELON LE REGIME DE LA MARGE BMCE:AGENCEMOHAMEDSEDKI.COMPTENUMERO011780000043210000741640 R.C.90063-PATENTE35548223-CNSS2734566-IFU01003590-LICENSE NO*05T/17 1CEn001526975000070 LATELIER DU VOYAGE acts only as an agent for the companies it represents and accepts no responsibility for accidents,damage,baggage loss and/or delays due to strikes or to the fault of any company used to carry out the designated travel arrangerments IATA Page 1/1 
",7.058605194091797
121.jpg,"FACTURE BOXY DOM Adresse : 10 Rue Chrarda Rdc Derb Loubila Bourgogne Ville : Casablanca Société : OUTIDIS ICE : 003052404000075 Casablanca facture 0010/22 Date 18/08/2022 Quantité Désignation Prix unitaire HT Prix total HT DVR DHI-XVR5116-H-S216PORTS DAHUA 1 1466.67 4MP 5IN 1 16CH 4M-N 1080P +8IP 5MP 1466.67 CAMERADESURVEILLANCE HAC 10 HDW1500TL MQP 5MP 270.00 2700.00 Total Hors Taxe 4166.67 T.V.A 20% 833.33 Total T.T.C 5000.00 SARL-Société a responsabilité limitée -Capital de 100 000Dirhams -R.C : 448005-l.F : 39379238 I.C.E : 002351178000038 
",2.1341655254364014
129.jpg,"6im-108r SYHMU FACTURE PATENTE : 33379115 Id. Fiscal : 40494207 R.C No : 259977 CNSS : 9093288 ICE : 001524613000018 Date: 17:48:07 SalesTax:40494207 08.Jul2022 Transaction : 300309732 M/Mme/Ste : ICE003052404000075 OUTIDIS SARL ARTICLE DESCRIPTION QTE PRIX UNITAIRE MANTANT HT/DH EILIF screen f desk 120x48 grey 2.00 832.500 1,665.000 40471060 00460817 LAGKAPTEN tbl tp 140x60 dark grey 1.00 340.830 340.830 87077700 HEAT POT STAND 19 CORK 3-P 1.00 41.580 41.580 87077700 1.00 HEATPOTSTAND19CORK3-P 41.580 41.580 60278170 KALLAXINSERTWDOOR33X33BLACK-BR 2.00 145.830 233.240 40430588 2.00 58.250 116.500 LACK wll shlf 30x26 black-brown DRONJONS letter tray 2-p 2.00 10428718 115.830 231.660 60275812 KALLAXSHELVING UNIT 77X77 BLACK-BR 1.00 332.500 265.920 30498418 STlG bar stool/backr 63 black/black 2.00 207.500 415.000 80217524 BJURSTA WALL-MOUNT DROP-LF TBL 90X 1.00 357.500 357.500 504747$1 TROTTEN tbl tp 120x70 white 5.00 249.170 1,245.830 90474848 TROTTEN ufrm f tbl top 120x70x75 anthracite 5.00 458.330 2,291.670 TOTAL HT 25.00 7,246.3 MONTANT TVA 1,449.2 Droits de timbre 0.0r TOTAL TTC 8,695.6 Carte master 8,695.60t 8,695.60 4/300309732 SARL. Au capital de 400.000.000 DH 124 Bd Rahal El Meskini Etage 5, Casablanca. R.C. Casablanca n°259.977 I.F.40494207. T.P. 33379115.CNSS.9093288.ICE001524613000018 TEL+212520100900 
",4.89397120475769
131.jpg,"PRINT CENTER CASABLANCA LE 13/03/2023 OUTIDIS ICE003052404000075 Facture N°002/2023 Désignation QTE PU/HT Montant HABILLAGE VEHICULEAVEC VERNIS 1 3400,00 3400,00 TOTAL HT 3400,00 TVA 680,00 TTC 4080,00 ZLPRINT CENTER SAR 2iLot Naasim RayNns sidi Mssrouf.Coreblsaca 00-373169 21 214.LOT NASSIM.HAY NASSIM.SIDI MAAROUF-CASABLANCA 0520312669-2lprintcenter@gmailcgm-Facebook/2iPrintCenter 20764223-TP:36200897-RC373169-ICE001870734000022 
",2.2929489612579346
151.jpg,"CMI yj&al-uw!Slgw! SYHMOROCCO Mermber cf Al Homaizi Graup SANS CONTACT )))) 26/.07/22 17:43:56 5:45 9900445728 OUAD 94457202 7835 IKEA STORE G 29969 FACTURE Casablanca D:259977CNSS: 9093288ICE: 001524613000018 A0000000041010 Anount APP : MASTERCARD Sales Tax :40494207 Transaction : 700427835 xxxxxxxxxxxx906? CARTE NATIONALE 120,00 D3AFB3520235645E 200-0-9999-1-55 120,00 MONTANT : 120,00 120,00 MAD E 003052404000075 NUMTRANSACTI0N:8024 TION QTE PRIX UNITAIRE MANTANT HT/DH 005612 NUM AUTORISATION: STAN 602289 07 2.00 50.000 100.000 CAISSE 20,00 DEBIT TOTAL HT 2.00 100.00 Le CMI vous remercie 0,00 MONTANT TVA 20.00 TICKET A CONSERUER 2 Jroits de timbre COPIE CLIENT 0.00 DTAL TTC 120.00 120.000 PATENTE:33379115--CNSS:9093288 Id.fiscal40494207--R.C259977 ICE001524613000018 MERCI DE VOTRE VISITE-- 120.000 T2690C_007000429969 1 SARL. Au capital de 400.000.000 DH 124 Bd Rahal EI Meskini Etage 5, Casablanca. R.C. Casablanca n°259.977 I.F.40494207. T.P. 33379115.CNSS.9093288.ICE001524613000018 TEL+212520100900 
",4.9923927783966064
164.jpg,"+oHo+8O+ Facture 1350 OUTIDIS 90 Lotissement Sidi Abderrahmane Hay Oulfa 20300 CASABLANCA HAY HASSANI Maroc Facture n° 0000868515082022 du 01/08/2022 Mois : Juillet 2022 N° client : 8.15798783.00.00.100000 Identifiant de paiement Internet : 25103814 Date de prélevement vers le : 26/08/2022 Produit : Internet Date début Date fin Montant DH HT Abonnement Illimité vers Fixe National 01/07/2022 31/07/2022 Gratuit Internet Fibre Optigue 100Mb/s 01/08/2022 31/08/2022 416.67 Options et services 10heures 01/07/2022 31/07/2022 Gratuit Total DH HT 416.67 Montant TVA DH (20%) 83.33 Encaissement sur avance 0.00 Montant a payer DH TTC 500.00 Avec Maroc Telecom, améliorez les performances de votre entreprise en vous offrant le meilleur de la Fibre Optigue et profitez d'une connexion tres haut débit allant jusqu'a 200 Méga,des appels en illimité vers le Fixe national et jusqu'a 10 heures de comrnunications gratuites vers le Mobie national et international. Pour plus d'informations, contactez le 3030 ou rendez-vous ä votre agence Entrses Payez vos factures en toute sécurité via les canaux suivants : Guichets et applications bancaires : Bornes Multiservices : Application Mobile : Service d'assistance Via les guichets et applications Sur les bornes interactives Via MonEspaceMT. via WhatsApp: bancaires de votre choix. en agence commerciale. 
",3.47273325920105
170.jpg,"mbrella Imprimé le: 26/04/2023 16:30 Facture /BL : 30423 CLIENT: OUTIDIS DATE: 26/04/2023 ICE: 003052404000075 ADRESSE: 64 BD MOHAMED TAlEB NACIRI, Rdpt Chahdia Désignation P.U Total Imprimante Multifonction Laser Couleur HP LaserJet Pro M283fdw (7KW75A) 4583,33 4583,33 Montant total H.T 4 583,33 Dhs TVA 20% 916,67 Dhs Montant total T.T.C 5 500,00 Dhs Conditions et réglement : 5 500,00 Dhs -Arrétée la présente facture & la somme de Cinq mille cinq cents dirhams UMBRELTACORP e Alfoah Imm 17  Programrhe Umbrella Corp S.A.R.LAU Adresse : 17, lot AI FARAH, Etage RDC APPT N1, Lissasfa, 20300, Casablanca TEL: 05 22 92 19 13/ 06 06 49 42 19 - EMAIL: info@electromall.ma - SITEWEB: www.electromall.ma ICE: 001523800000047- RC: 345035 - IF: 18750668 Barid Bank RIB: 350 810 0000000007728755 12 
",2.3148558139801025
311.jpg,"ELECTROAINANE SARLAU FACTURE Date Numero REFITAX OUTIDIS SARL 03/04/2023 N12.04.2023 ICE:003052404000075 REF Désignation COND Quantité Prix Unit. H.T Montant H.T. Smartphone Samsung A04 U 1 375,00 1 375,00 27.Bd Casablanca 4 TC:066 Base H.T Taux Montant 1375,00 20% 275,00 Total T.V.A. NETT.T.C Meu1J VT Mivciuri 275,00 1650,00 BICE 
",2.353498697280884
314.jpg,"ASSURLAND AssurémentEnsemble OUTIDIS 10 RUELIBERTE ETG 3 APPT 5 C/ ICE 003052404000075 CASABLANCA,LE 5/1/2023 FACTURE  :22/0004104 ECHEANCE DU: AU: CONTRAT N GARANTIES PRIME TOTAL 19/103794 20/09/2022 01/01/2023 ACCIDENT DE TRAVAIL 2586,43 Total a payer 2586,43 Arretée la présente facture a la somme de QUARANTE TROIS CTS SCE PRODUCTION DEPT GESTION g ASSURLAND Lot.AlMostakbal Ma. Te..022584348-E 69+370 E-mail:z.lazrak@assurland.ma S.A.R.L au capital 130 000 dhs Lot AI mostakbal GH1A-Mag 9 AgrémentC203039092006780 Sidi Maarouf-Casablanca RCN151423-IF2203695 Tel:0522584848-Fax:0522584849 CNSS:8057433-Patente:36160807 ICE000211058000087 
",4.182013034820557
315.jpg,"1111 RAHMOUNI AUTO SERVICE 274,BDBORDEAUX 20000 CASABLANCA RENAULT Passion for life RC:112477PAT:35405604IF:1022948 1CE001535874000066 Societe OUTIDIs 111 NCLIENTBONLIVR. NFACTUREPAGE DATE ICE 003052404000075 27072VEH.NEUF044797 21/06/22 23000 CASABLANCA DUPLICATA VN047004047004 MARQUE TYPE DE VEHICULE NIMMATRICUL. NDE SERIE NPLAQUE OVALEDATE LIVR.VEHIC. KM RENAULT DF1*EXPLOR VF1RJK00769413553 21/06/22 O DATE D'ENTREETYPE/E DEMANDEUR RECEPTIONNAIRE C N°V/O REF.GARANTIE 1111 REFERENCE-DESIGNATION QUANTITEP.U.VENTE PRIXUNIT.NET MONTANT RENAULT EXPRESS VAN EXPLORE 1.5 DCI Tarif No 0018 Millesime 11 Teinte BLANC GLACIER Interieur HARMONIE Puissance administrative :* 06 cv Vehicule vendu au prix de : 138317.76 Reductiondeprix  de' 0.40% -553.27 Frais d'immatriculation 6200.00 CONVOYAGE 300.00 Accessoire 633.33 RABAISOPERATION PROMO -2213.08 WW020387 CHQ N 8951636.DE 22360.00 DHS =CHQN8951637DE130000.00DHS DM M 1022948. T522483263/3274832 r RAIMOUNTAUYOSERVICE 933.33 6200.00 135551.41 BASE TOTALH.T. 142684.74 TAUX 0(1)20.00 13 0.0047.00 11 T.V.A. 186.67 0.00 9488.59 TOTALT.V.A. 9675.26 MONTANT PIECES MONTANT M.O PETITES FOURNITURES DIVERS1 DIVERS2 NETAPAYER MAD152360.00 C 27072 044797 D 21/06/2022 M 152360.00 MAD ARRETE LA PRESENTE FACTURE A LA SOMME DE R CHEQUE 21/0642022 CLAUSEDERESERYE DE PROPRIETECon mentla lol.nous nourseron la proprte desprodults e m du prtx et de ses acceesores.En cas de nonpal dles objt dee prents debla usqu'apalement complet deintgrelit PAPILLONAJOINDRE nent total ou partlei du prix  I'eche cause quece ot.de convention expresse, nous nousreons la faculta,de reprndre AVOTREREGLEMENT nent posseselon de ces prodults ou marchandiee voe rale,risques et pdrtla. Volr nos conditions générales de vente au verso Scanned with CamScanner 
",6.155206918716431
